row_idx,tweet,gt_target,gt_stance,gt_prediction,similar_target,sim_prediction,ESS,CED,TFR
1696,"I agree that parents and the kids, once they're old enough--say, 16 should have the right to opt in or out of SOME vaccinations--namely, ones for diseases that are hard to spread. Hepatitis B? HPV? Be my guest--that choice only affects your family, because those are not diseases your kid can spread at school, on the bus, etc. But no one without a medical exemption should be able to opt out of vaccinations against HIGHLY CONTAGIOUS, very dangerous diseases like German measles, pertussis whooping cough, mumps which can leave little boys permanently infertile , etc. Measles can live on surfaces like classroom desks and the metal handles people hold in buses for several hours. Nobody has the right to expose complete strangers to devastating diseases that are so easy to prevent.",mandatory for all children,FAVOR,AGAINST,'vaccination'],AGAINST,0.0,1.0,0.0
1697,"I agree wholeheartedly. It's true that I was in college a long time ago, but living in a dorm was mostly a great experience. And the parts that weren't great were good for my maturing process. As Dr. Shalala said, there's community in a dorm I was a shy girl, but made friends easily in the dorm atmosphere. I would have been lonely off-campusin an apartment. Also, cooking, cleaning, shopping for food take time, time that I was able to devote to studying. Especially when I came back as a 26-yr old to live in a graduate dorm for a year, it was a huge relief to let someone else cook, and just show up to eat. And again, I made new friends, people I'd never have met had I lived in an apartment.",students,FAVOR,AGAINST,Dorm living,AGAINST,0.0,1.0,0.0
1697,"I agree wholeheartedly. It's true that I was in college a long time ago, but living in a dorm was mostly a great experience. And the parts that weren't great were good for my maturing process. As Dr. Shalala said, there's community in a dorm I was a shy girl, but made friends easily in the dorm atmosphere. I would have been lonely off-campusin an apartment. Also, cooking, cleaning, shopping for food take time, time that I was able to devote to studying. Especially when I came back as a 26-yr old to live in a graduate dorm for a year, it was a huge relief to let someone else cook, and just show up to eat. And again, I made new friends, people I'd never have met had I lived in an apartment.",students,FAVOR,AGAINST,dorm,AGAINST,0.0,1.0,0.0
1697,"I agree wholeheartedly. It's true that I was in college a long time ago, but living in a dorm was mostly a great experience. And the parts that weren't great were good for my maturing process. As Dr. Shalala said, there's community in a dorm I was a shy girl, but made friends easily in the dorm atmosphere. I would have been lonely off-campusin an apartment. Also, cooking, cleaning, shopping for food take time, time that I was able to devote to studying. Especially when I came back as a 26-yr old to live in a graduate dorm for a year, it was a huge relief to let someone else cook, and just show up to eat. And again, I made new friends, people I'd never have met had I lived in an apartment.",students,FAVOR,AGAINST,living in a dorm,AGAINST,0.0,1.0,0.0
1698,"I agree with Princeton's move as a useful first but small step in addressing America's woeful inabilities to communicate around the world. But Betty is absolutely correct--the right and best place to teach foreign languages is as early as possible and over many years, while the mind is most plastic and language can be taught in the same manner we learn English--naturally, and without the mind numbing exercises that teach the infrastructure of a language--not how to actually use it.",mandatory in college,FAVOR,AGAINST,Unknown,AGAINST,0.0,1.0,0.0
1698,"I agree with Princeton's move as a useful first but small step in addressing America's woeful inabilities to communicate around the world. But Betty is absolutely correct--the right and best place to teach foreign languages is as early as possible and over many years, while the mind is most plastic and language can be taught in the same manner we learn English--naturally, and without the mind numbing exercises that teach the infrastructure of a language--not how to actually use it.",mandatory in college,FAVOR,AGAINST,foreign languages,AGAINST,0.0,1.0,0.0
1698,"I agree with Princeton's move as a useful first but small step in addressing America's woeful inabilities to communicate around the world. But Betty is absolutely correct--the right and best place to teach foreign languages is as early as possible and over many years, while the mind is most plastic and language can be taught in the same manner we learn English--naturally, and without the mind numbing exercises that teach the infrastructure of a language--not how to actually use it.",mandatory in college,FAVOR,AGAINST,language,AGAINST,0.0,1.0,0.0
1699,"I agree with Robin. I had my babies at age 37 and 39, and they graduated college, and now I'm 61 and feel my age. They worry that I won't be able to take care of my grandchildren, whenever that happens. My mother was 40 when I was born, and never knew either child she died at age 78 . So don't postpone for a job, that's my advice. A job is just a job. Having children is exhausting, and you will understand their problems a whole lot better if you are younger rather than older.",motherhood,FAVOR,AGAINST,Having children later in life,AGAINST,0.0,1.0,0.0
1699,"I agree with Robin. I had my babies at age 37 and 39, and they graduated college, and now I'm 61 and feel my age. They worry that I won't be able to take care of my grandchildren, whenever that happens. My mother was 40 when I was born, and never knew either child she died at age 78 . So don't postpone for a job, that's my advice. A job is just a job. Having children is exhausting, and you will understand their problems a whole lot better if you are younger rather than older.",motherhood,FAVOR,AGAINST,children,AGAINST,0.0,1.0,0.0
1699,"I agree with Robin. I had my babies at age 37 and 39, and they graduated college, and now I'm 61 and feel my age. They worry that I won't be able to take care of my grandchildren, whenever that happens. My mother was 40 when I was born, and never knew either child she died at age 78 . So don't postpone for a job, that's my advice. A job is just a job. Having children is exhausting, and you will understand their problems a whole lot better if you are younger rather than older.",motherhood,FAVOR,AGAINST,Robin,AGAINST,0.0,1.0,0.0
1700,"I agree with comment 115. Raising children in a strict environment with limited play, relax time reduces their creativity and happiness in life. Take the Chinese vs American businesses an as example. Chinese are very hard working and good at making replicas for less, but Americans generally less hard working are better at creativity and invention, like technology. Our less structured culture supports innovation and successes like facebook, apple etc.",extreme parenting,AGAINST,AGAINST,Strict Parenting,AGAINST,0.0,1.0,0.0
1700,"I agree with comment 115. Raising children in a strict environment with limited play, relax time reduces their creativity and happiness in life. Take the Chinese vs American businesses an as example. Chinese are very hard working and good at making replicas for less, but Americans generally less hard working are better at creativity and invention, like technology. Our less structured culture supports innovation and successes like facebook, apple etc.",extreme parenting,AGAINST,AGAINST,Strict Environment,AGAINST,0.0,1.0,0.0
1700,"I agree with comment 115. Raising children in a strict environment with limited play, relax time reduces their creativity and happiness in life. Take the Chinese vs American businesses an as example. Chinese are very hard working and good at making replicas for less, but Americans generally less hard working are better at creativity and invention, like technology. Our less structured culture supports innovation and successes like facebook, apple etc.",extreme parenting,AGAINST,AGAINST,Chinese,AGAINST,0.0,1.0,0.0
1701,"I agree with many of the posters there is no one 'right' decision about the timing of parenting. That said, and based on my own experience, I would still encourage young women to have their babies on the younger side, if they have a choice. Late twenties seems optimal. I was fortunate to have my daughter at nearly forty, after a couple of miscarriages. One child at any age is easy enough, and she was and is a joy. Nevertheless, all her grandparents died before she was 15, and I may not live to be a grandmother myself. Also, although I would have dearly loved a second child, I didn't think I had the energy for two. Parenting has been one of my life's greatest blessings, and I am grateful for the child I had. Nevertheless, having babies younger presents richer possibilities all the way around.",motherhood,FAVOR,AGAINST,Having children at a younger age,AGAINST,0.0,1.0,0.0
1701,"I agree with many of the posters there is no one 'right' decision about the timing of parenting. That said, and based on my own experience, I would still encourage young women to have their babies on the younger side, if they have a choice. Late twenties seems optimal. I was fortunate to have my daughter at nearly forty, after a couple of miscarriages. One child at any age is easy enough, and she was and is a joy. Nevertheless, all her grandparents died before she was 15, and I may not live to be a grandmother myself. Also, although I would have dearly loved a second child, I didn't think I had the energy for two. Parenting has been one of my life's greatest blessings, and I am grateful for the child I had. Nevertheless, having babies younger presents richer possibilities all the way around.",motherhood,FAVOR,AGAINST,young women,AGAINST,0.0,1.0,0.0
1701,"I agree with many of the posters there is no one 'right' decision about the timing of parenting. That said, and based on my own experience, I would still encourage young women to have their babies on the younger side, if they have a choice. Late twenties seems optimal. I was fortunate to have my daughter at nearly forty, after a couple of miscarriages. One child at any age is easy enough, and she was and is a joy. Nevertheless, all her grandparents died before she was 15, and I may not live to be a grandmother myself. Also, although I would have dearly loved a second child, I didn't think I had the energy for two. Parenting has been one of my life's greatest blessings, and I am grateful for the child I had. Nevertheless, having babies younger presents richer possibilities all the way around.",motherhood,FAVOR,AGAINST,babies,AGAINST,0.0,1.0,0.0
1702,"I agree with much of Bishop's comments. Polls track reactions to questions rather than opinions about society. That said, this is also how our political system works politicians speak in bumper-stickable clich s, provide little if any rationale for their positions, and ultimately voters enter a booth to poke a hole in a piece of paper. There is no national conversation.",pollings,AGAINST,AGAINST,['Political System',AGAINST,0.0,1.0,0.0
1702,"I agree with much of Bishop's comments. Polls track reactions to questions rather than opinions about society. That said, this is also how our political system works politicians speak in bumper-stickable clich s, provide little if any rationale for their positions, and ultimately voters enter a booth to poke a hole in a piece of paper. There is no national conversation.",pollings,AGAINST,AGAINST,nan,AGAINST,0.0,1.0,0.0
1702,"I agree with much of Bishop's comments. Polls track reactions to questions rather than opinions about society. That said, this is also how our political system works politicians speak in bumper-stickable clich s, provide little if any rationale for their positions, and ultimately voters enter a booth to poke a hole in a piece of paper. There is no national conversation.",pollings,AGAINST,AGAINST,nan],AGAINST,0.0,1.0,0.0
1703,"I agree with other posters here that it is ludicrous to even consider putting Western troops on the ground in Syria, when it's been reported that Syrian male refugees outnumber female refugees 5 to 1. Out of a projected 1 million expected migrants to Europe by the end of 2015, that could amount to a pretty large fighting force. Why do we have to continually sacrifice our own young people in other nations' wars? We're tired and spent, both morally and fiscally. Let the Islamic world deal with its totalitarian brethern, if it really desires to.",u.s. influence in middle-east,AGAINST,AGAINST,Military intervention in Syria,AGAINST,0.0,1.0,0.0
1703,"I agree with other posters here that it is ludicrous to even consider putting Western troops on the ground in Syria, when it's been reported that Syrian male refugees outnumber female refugees 5 to 1. Out of a projected 1 million expected migrants to Europe by the end of 2015, that could amount to a pretty large fighting force. Why do we have to continually sacrifice our own young people in other nations' wars? We're tired and spent, both morally and fiscally. Let the Islamic world deal with its totalitarian brethern, if it really desires to.",u.s. influence in middle-east,AGAINST,AGAINST,Syria,AGAINST,0.0,1.0,0.0
1703,"I agree with other posters here that it is ludicrous to even consider putting Western troops on the ground in Syria, when it's been reported that Syrian male refugees outnumber female refugees 5 to 1. Out of a projected 1 million expected migrants to Europe by the end of 2015, that could amount to a pretty large fighting force. Why do we have to continually sacrifice our own young people in other nations' wars? We're tired and spent, both morally and fiscally. Let the Islamic world deal with its totalitarian brethern, if it really desires to.",u.s. influence in middle-east,AGAINST,AGAINST,Western troops,AGAINST,0.0,1.0,1.0
1704,"I agree with some of the comments about not pushing kids too young to read and write. However, kids benefit from a preschool environment even if it is all play based. New Zealand has a free preschool program, but the kids don't start learning to read until they enter elementary school and NZ has one of the highest literacy rates in the world. It also benefits those who are in the lower middle class and don't qualify for free programs. This is where we really need to start making a push. So that their kids don't end up in the lower class.",a smart investment,FAVOR,AGAINST,Preschool programs,AGAINST,0.0,1.0,0.0
1704,"I agree with some of the comments about not pushing kids too young to read and write. However, kids benefit from a preschool environment even if it is all play based. New Zealand has a free preschool program, but the kids don't start learning to read until they enter elementary school and NZ has one of the highest literacy rates in the world. It also benefits those who are in the lower middle class and don't qualify for free programs. This is where we really need to start making a push. So that their kids don't end up in the lower class.",a smart investment,FAVOR,AGAINST,literacy rates,AGAINST,0.0,1.0,0.0
1704,"I agree with some of the comments about not pushing kids too young to read and write. However, kids benefit from a preschool environment even if it is all play based. New Zealand has a free preschool program, but the kids don't start learning to read until they enter elementary school and NZ has one of the highest literacy rates in the world. It also benefits those who are in the lower middle class and don't qualify for free programs. This is where we really need to start making a push. So that their kids don't end up in the lower class.",a smart investment,FAVOR,AGAINST,literacy rates,AGAINST,0.0,1.0,0.0
1705,"I agree with the commenter above -- let's have Len Penzo's salary be determined by our tips! Surely newspaper readers are the best arbiters of how much he should be paid based on our perceived satisfaction lack of distraction momentary sense of generosity. Why on earth would he want to be paid an agreed-upon amount by his employer instead of gratefully receiving whatever tips or small pieces of bounty we choose to throw his way? And in all serious does anyone actually tip based on the quality of service, unless it's been truly beyond wretched i.e. a situation in which we would have complained to the manager anyway ? I can't imagine not tipping 18-20 -- because I owe it to the servers, who I know can't even make minimum wage without it. That's my standard tip. The only thing notable about it is that it's a pain to calculate, and it makes me feel uncomfortable with the waitstaff every time because it's an awkward and demeaning situation, no matter how used to it we get or how much we try to ignore it.",restaurants,AGAINST,AGAINST,Tipping Culture,AGAINST,0.0,1.0,0.0
1705,"I agree with the commenter above -- let's have Len Penzo's salary be determined by our tips! Surely newspaper readers are the best arbiters of how much he should be paid based on our perceived satisfaction lack of distraction momentary sense of generosity. Why on earth would he want to be paid an agreed-upon amount by his employer instead of gratefully receiving whatever tips or small pieces of bounty we choose to throw his way? And in all serious does anyone actually tip based on the quality of service, unless it's been truly beyond wretched i.e. a situation in which we would have complained to the manager anyway ? I can't imagine not tipping 18-20 -- because I owe it to the servers, who I know can't even make minimum wage without it. That's my standard tip. The only thing notable about it is that it's a pain to calculate, and it makes me feel uncomfortable with the waitstaff every time because it's an awkward and demeaning situation, no matter how used to it we get or how much we try to ignore it.",restaurants,AGAINST,AGAINST,Tipping,AGAINST,0.0,1.0,0.0
1705,"I agree with the commenter above -- let's have Len Penzo's salary be determined by our tips! Surely newspaper readers are the best arbiters of how much he should be paid based on our perceived satisfaction lack of distraction momentary sense of generosity. Why on earth would he want to be paid an agreed-upon amount by his employer instead of gratefully receiving whatever tips or small pieces of bounty we choose to throw his way? And in all serious does anyone actually tip based on the quality of service, unless it's been truly beyond wretched i.e. a situation in which we would have complained to the manager anyway ? I can't imagine not tipping 18-20 -- because I owe it to the servers, who I know can't even make minimum wage without it. That's my standard tip. The only thing notable about it is that it's a pain to calculate, and it makes me feel uncomfortable with the waitstaff every time because it's an awkward and demeaning situation, no matter how used to it we get or how much we try to ignore it.",restaurants,AGAINST,AGAINST,service,AGAINST,0.0,1.0,0.0
1706,"I agree with the comments that Taiwan is a democracy now, and that the US needs to side with democracy in Asia. China is by all accounts still very undemocratic and is fighting the tail end of a Civil War with the Chinese Nationalists with which Taiwan had very little to do, but Taiwan's future as a free and democratic nation is now being held hostage to that Civil War. The US needs to not only make the required defense articles available to Taiwan this helps the US economy , but also retain its forward presence so it can come to the defense of Taiwan if push comes to shove. Another thing the US can do is to gr4adually move towards normalization of relations with Taiwan, and bring it into the international community as a full and equal member. In the 1950s and 1960s we made the mistake of isolating China. Now we are making the mistake of letting Taiwan dangle in diplomatic isolation. The people in Taiwan deserve better from us.",arms,FAVOR,AGAINST,US Policy on Taiwan,AGAINST,0.0,1.0,0.0
1706,"I agree with the comments that Taiwan is a democracy now, and that the US needs to side with democracy in Asia. China is by all accounts still very undemocratic and is fighting the tail end of a Civil War with the Chinese Nationalists with which Taiwan had very little to do, but Taiwan's future as a free and democratic nation is now being held hostage to that Civil War. The US needs to not only make the required defense articles available to Taiwan this helps the US economy , but also retain its forward presence so it can come to the defense of Taiwan if push comes to shove. Another thing the US can do is to gr4adually move towards normalization of relations with Taiwan, and bring it into the international community as a full and equal member. In the 1950s and 1960s we made the mistake of isolating China. Now we are making the mistake of letting Taiwan dangle in diplomatic isolation. The people in Taiwan deserve better from us.",arms,FAVOR,AGAINST,Taiwan,AGAINST,0.0,1.0,0.0
1706,"I agree with the comments that Taiwan is a democracy now, and that the US needs to side with democracy in Asia. China is by all accounts still very undemocratic and is fighting the tail end of a Civil War with the Chinese Nationalists with which Taiwan had very little to do, but Taiwan's future as a free and democratic nation is now being held hostage to that Civil War. The US needs to not only make the required defense articles available to Taiwan this helps the US economy , but also retain its forward presence so it can come to the defense of Taiwan if push comes to shove. Another thing the US can do is to gr4adually move towards normalization of relations with Taiwan, and bring it into the international community as a full and equal member. In the 1950s and 1960s we made the mistake of isolating China. Now we are making the mistake of letting Taiwan dangle in diplomatic isolation. The people in Taiwan deserve better from us.",arms,FAVOR,AGAINST,Taiwan,AGAINST,0.0,1.0,0.0
1707,"I agree with the poster who said there's no one-size approach to this question. My ideal solution would be to take a vacation without the kids and the husband. Of course, you don't know my family. You think that's heartless and selfish until I explain that I live with the exasperating reality of a husband with mental illness and five step-kids two of whom also have mental illness, who spend the majority of their time with a mom who has very low standards for her own behavior let alone theirs. Yeah, I know- it's my bed, I'll lie in it. But a couple nights to lie in it alone would be nice.",parent,FAVOR,AGAINST,Solo vacations for parents,AGAINST,0.0,1.0,0.0
1707,"I agree with the poster who said there's no one-size approach to this question. My ideal solution would be to take a vacation without the kids and the husband. Of course, you don't know my family. You think that's heartless and selfish until I explain that I live with the exasperating reality of a husband with mental illness and five step-kids two of whom also have mental illness, who spend the majority of their time with a mom who has very low standards for her own behavior let alone theirs. Yeah, I know- it's my bed, I'll lie in it. But a couple nights to lie in it alone would be nice.",parent,FAVOR,AGAINST,mental illness,AGAINST,0.0,1.0,0.0
1707,"I agree with the poster who said there's no one-size approach to this question. My ideal solution would be to take a vacation without the kids and the husband. Of course, you don't know my family. You think that's heartless and selfish until I explain that I live with the exasperating reality of a husband with mental illness and five step-kids two of whom also have mental illness, who spend the majority of their time with a mom who has very low standards for her own behavior let alone theirs. Yeah, I know- it's my bed, I'll lie in it. But a couple nights to lie in it alone would be nice.",parent,FAVOR,AGAINST,husband,AGAINST,0.0,1.0,0.0
1708,"I agree with this, and I would add that I think they can even change the results with their questions. Undoubtedly some policers either have polled or will poll the question, Do you think Bernie Sanders can win the election? A lot of people are more interested in this kind of question than questions of real policy, because it gives them a chance to feel like an expert on the subject of politics. The obvious correct answer is no, so most people will say no. But that question is biassed by existing poll numbers. Nobody knows who can win, but everyone wants to think they know because they like predictability. Asking the question and publicizing the results plants in the people's minds the idea that a voter's judgement about whether a candidate can win or not is an important factor in voting. It isn't. It is a factor that should not even be considered by most voters. They should vote for the person they want to win, period.",pollings,AGAINST,AGAINST,Opinion Polling,AGAINST,0.0,1.0,0.0
1708,"I agree with this, and I would add that I think they can even change the results with their questions. Undoubtedly some policers either have polled or will poll the question, Do you think Bernie Sanders can win the election? A lot of people are more interested in this kind of question than questions of real policy, because it gives them a chance to feel like an expert on the subject of politics. The obvious correct answer is no, so most people will say no. But that question is biassed by existing poll numbers. Nobody knows who can win, but everyone wants to think they know because they like predictability. Asking the question and publicizing the results plants in the people's minds the idea that a voter's judgement about whether a candidate can win or not is an important factor in voting. It isn't. It is a factor that should not even be considered by most voters. They should vote for the person they want to win, period.",pollings,AGAINST,AGAINST,Bernie Sanders,AGAINST,0.0,1.0,0.0
1708,"I agree with this, and I would add that I think they can even change the results with their questions. Undoubtedly some policers either have polled or will poll the question, Do you think Bernie Sanders can win the election? A lot of people are more interested in this kind of question than questions of real policy, because it gives them a chance to feel like an expert on the subject of politics. The obvious correct answer is no, so most people will say no. But that question is biassed by existing poll numbers. Nobody knows who can win, but everyone wants to think they know because they like predictability. Asking the question and publicizing the results plants in the people's minds the idea that a voter's judgement about whether a candidate can win or not is an important factor in voting. It isn't. It is a factor that should not even be considered by most voters. They should vote for the person they want to win, period.",pollings,AGAINST,AGAINST,police,AGAINST,0.0,1.0,0.0
1709,"I agree, owning a cat is a commitment which involves taking on a duty of care. If someone would tolerate mutilating an animal in order to protect their furniture then I don't think they should be having a pet in the first place. I don't see why we should pander to the whims of such individuals by allowing this procedure to be carried out.",declaw,AGAINST,AGAINST,Declawing cats,AGAINST,0.0,1.0,0.0
1709,"I agree, owning a cat is a commitment which involves taking on a duty of care. If someone would tolerate mutilating an animal in order to protect their furniture then I don't think they should be having a pet in the first place. I don't see why we should pander to the whims of such individuals by allowing this procedure to be carried out.",declaw,AGAINST,AGAINST,cat owners,AGAINST,0.0,1.0,0.0
1709,"I agree, owning a cat is a commitment which involves taking on a duty of care. If someone would tolerate mutilating an animal in order to protect their furniture then I don't think they should be having a pet in the first place. I don't see why we should pander to the whims of such individuals by allowing this procedure to be carried out.",declaw,AGAINST,AGAINST,protection,AGAINST,0.0,1.0,0.0
1710,"I agreez, it aint write that teechurs think thay cn grade mi riting? no fare what sum kid get a bit gooder marks then wut the other kid get cuz teachur aint a clone i think we shud hav no riting grades fur that reason otherz!?!",not correcting someone's spelling,FAVOR,AGAINST,Writing Grades,AGAINST,0.0,1.0,0.0
1710,"I agreez, it aint write that teechurs think thay cn grade mi riting? no fare what sum kid get a bit gooder marks then wut the other kid get cuz teachur aint a clone i think we shud hav no riting grades fur that reason otherz!?!",not correcting someone's spelling,FAVOR,AGAINST,teechurs,AGAINST,0.0,1.0,0.0
1710,"I agreez, it aint write that teechurs think thay cn grade mi riting? no fare what sum kid get a bit gooder marks then wut the other kid get cuz teachur aint a clone i think we shud hav no riting grades fur that reason otherz!?!",not correcting someone's spelling,FAVOR,AGAINST,writing,AGAINST,0.0,1.0,0.0
1711,"I am 40 years past middle school and am taking an online course in medical terminology. If I had to too much coursework this way, shoot me! I do a lot of repetitive exercises and am the mercy of the computer when it comes to grading. Computers often have one answer they're set up to screen for--forget possible alternatives. If I have a question, I have to email and wait for an answer. Plus, I get bored sitting in front of a screen. Then again, I'm not from the generation who willingly sits for hours playing video games. Give me a human teacher anytime!",college,AGAINST,AGAINST,Online Courses,AGAINST,0.0,1.0,0.0
1711,"I am 40 years past middle school and am taking an online course in medical terminology. If I had to too much coursework this way, shoot me! I do a lot of repetitive exercises and am the mercy of the computer when it comes to grading. Computers often have one answer they're set up to screen for--forget possible alternatives. If I have a question, I have to email and wait for an answer. Plus, I get bored sitting in front of a screen. Then again, I'm not from the generation who willingly sits for hours playing video games. Give me a human teacher anytime!",college,AGAINST,AGAINST,medical terminology,AGAINST,0.0,1.0,0.0
1711,"I am 40 years past middle school and am taking an online course in medical terminology. If I had to too much coursework this way, shoot me! I do a lot of repetitive exercises and am the mercy of the computer when it comes to grading. Computers often have one answer they're set up to screen for--forget possible alternatives. If I have a question, I have to email and wait for an answer. Plus, I get bored sitting in front of a screen. Then again, I'm not from the generation who willingly sits for hours playing video games. Give me a human teacher anytime!",college,AGAINST,AGAINST,middle school,AGAINST,0.0,1.0,0.0
1712,"I am a 20-year-old female college student who does not own a smart phone and does not wish to own one. I feel as though I am one of the few left of my age and in general who have not been sucked into the smartphone mostly iphone world. It can be very frustrating for me when my friends are constantly glued to their devices. I often find myself in social situations where everyone in the room are on their phones and I am left sitting, waiting for someone to come back into the real world in order to have a conversation or to decide on something to do other than stare at a screen. In this sense I agree that smartphones facebook can be potentially damaging to relationships or at least to proper social conduct.",socializing without technology,AGAINST,AGAINST,Smartphones,AGAINST,0.0,1.0,0.0
1712,"I am a 20-year-old female college student who does not own a smart phone and does not wish to own one. I feel as though I am one of the few left of my age and in general who have not been sucked into the smartphone mostly iphone world. It can be very frustrating for me when my friends are constantly glued to their devices. I often find myself in social situations where everyone in the room are on their phones and I am left sitting, waiting for someone to come back into the real world in order to have a conversation or to decide on something to do other than stare at a screen. In this sense I agree that smartphones facebook can be potentially damaging to relationships or at least to proper social conduct.",socializing without technology,AGAINST,AGAINST,Smartphones,AGAINST,0.0,1.0,0.0
1712,"I am a 20-year-old female college student who does not own a smart phone and does not wish to own one. I feel as though I am one of the few left of my age and in general who have not been sucked into the smartphone mostly iphone world. It can be very frustrating for me when my friends are constantly glued to their devices. I often find myself in social situations where everyone in the room are on their phones and I am left sitting, waiting for someone to come back into the real world in order to have a conversation or to decide on something to do other than stare at a screen. In this sense I agree that smartphones facebook can be potentially damaging to relationships or at least to proper social conduct.",socializing without technology,AGAINST,AGAINST,social,AGAINST,0.0,1.0,0.0
1713,"I am a NYC teacher who has taught in public, charter and now private school. My two children attend a gifted and talented public school and private school. I would never send my child to a charter school. Why? Because they will never learn how to be creative, independent and self reliant. Some of my best students have defied me in their writing, their words and their actions, albeit respectfully. In a Charter environment that is grounds for reprimand, suspension and expulsion. Any parent reading this should support local public schools and fight for more G T programs and AP programs. Supporting Public School is the only way to ensure that we have a strong active middle class. If you do not believe me name any politician, middle management executive or faculty member whose children attend a Charter School. I rest my case.",education,AGAINST,AGAINST,Charter schools,AGAINST,0.0,1.0,0.0
1713,"I am a NYC teacher who has taught in public, charter and now private school. My two children attend a gifted and talented public school and private school. I would never send my child to a charter school. Why? Because they will never learn how to be creative, independent and self reliant. Some of my best students have defied me in their writing, their words and their actions, albeit respectfully. In a Charter environment that is grounds for reprimand, suspension and expulsion. Any parent reading this should support local public schools and fight for more G T programs and AP programs. Supporting Public School is the only way to ensure that we have a strong active middle class. If you do not believe me name any politician, middle management executive or faculty member whose children attend a Charter School. I rest my case.",education,AGAINST,AGAINST,public school,AGAINST,0.0,1.0,0.0
1713,"I am a NYC teacher who has taught in public, charter and now private school. My two children attend a gifted and talented public school and private school. I would never send my child to a charter school. Why? Because they will never learn how to be creative, independent and self reliant. Some of my best students have defied me in their writing, their words and their actions, albeit respectfully. In a Charter environment that is grounds for reprimand, suspension and expulsion. Any parent reading this should support local public schools and fight for more G T programs and AP programs. Supporting Public School is the only way to ensure that we have a strong active middle class. If you do not believe me name any politician, middle management executive or faculty member whose children attend a Charter School. I rest my case.",education,AGAINST,AGAINST,public schools,AGAINST,0.0,1.0,0.0
1714,"I am a gay man who has been living for several decades with HIV. I frequently comment on both health and political articles and use my very personal story to illuminate some aspect of the topic or to explain my viewpoint. I think that this perspective can be important, but if I could not post anonymously I would remain silent. Before the days of on-line commenting I was an avid writer of letters to the editor and on several occasions I received hate mail and threatening phone calls. I'm no longer willing to set myself up as that kind of target. Also, even if you abolish anonymous posting it's easy enough for the motivated trolls to fake their on-line id and continue to post their bile.",internet anonymity,FAVOR,AGAINST,Anonymous online posting,AGAINST,0.0,1.0,0.0
1714,"I am a gay man who has been living for several decades with HIV. I frequently comment on both health and political articles and use my very personal story to illuminate some aspect of the topic or to explain my viewpoint. I think that this perspective can be important, but if I could not post anonymously I would remain silent. Before the days of on-line commenting I was an avid writer of letters to the editor and on several occasions I received hate mail and threatening phone calls. I'm no longer willing to set myself up as that kind of target. Also, even if you abolish anonymous posting it's easy enough for the motivated trolls to fake their on-line id and continue to post their bile.",internet anonymity,FAVOR,AGAINST,HIV,AGAINST,0.0,1.0,0.0
1714,"I am a gay man who has been living for several decades with HIV. I frequently comment on both health and political articles and use my very personal story to illuminate some aspect of the topic or to explain my viewpoint. I think that this perspective can be important, but if I could not post anonymously I would remain silent. Before the days of on-line commenting I was an avid writer of letters to the editor and on several occasions I received hate mail and threatening phone calls. I'm no longer willing to set myself up as that kind of target. Also, even if you abolish anonymous posting it's easy enough for the motivated trolls to fake their on-line id and continue to post their bile.",internet anonymity,FAVOR,AGAINST,hate mail,AGAINST,0.0,1.0,0.0
1715,"I am a health care worker and I have to get a flu shot because it is federally mandated. I have no choice I have to get the shot. I would get a flu shot anyway but it does not feel good to be forced, it makes me very angry. I strongly believe in immunization and believe people should be encouraged and educated about why immunizations are important but I don't think forcing people is the right answer. I also believe that schools and day care centers should have the right to refuse to accept kids who have not been immunized.",mandatory for all children,AGAINST,AGAINST,Flu shot mandates,AGAINST,0.0,1.0,0.0
1715,"I am a health care worker and I have to get a flu shot because it is federally mandated. I have no choice I have to get the shot. I would get a flu shot anyway but it does not feel good to be forced, it makes me very angry. I strongly believe in immunization and believe people should be encouraged and educated about why immunizations are important but I don't think forcing people is the right answer. I also believe that schools and day care centers should have the right to refuse to accept kids who have not been immunized.",mandatory for all children,AGAINST,AGAINST,flu shot,AGAINST,0.0,1.0,0.0
1715,"I am a health care worker and I have to get a flu shot because it is federally mandated. I have no choice I have to get the shot. I would get a flu shot anyway but it does not feel good to be forced, it makes me very angry. I strongly believe in immunization and believe people should be encouraged and educated about why immunizations are important but I don't think forcing people is the right answer. I also believe that schools and day care centers should have the right to refuse to accept kids who have not been immunized.",mandatory for all children,AGAINST,AGAINST,flu shot,AGAINST,0.0,1.0,0.0
1716,"I am a libertarian, but this is not a purely self-regarding choice. RC is right. This is a choice that might endanger others. If a parent's failure to allow their children to be vaccinated creates a transmission belt for an infectious disease, then the parent should be liable for the consequences of their choice. Moreover, the parent who won't let their child be vaccinated is a free rider. Other parents are accepting a minuscule -- but real risk -- of an adverse reaction to the vaccination. Their decision helps to protect the child of the free-riding parent because the vaccinated child serves as a sort of firebreak to slow the spread of the disease.",vaccine,FAVOR,AGAINST,Vaccination,AGAINST,0.0,1.0,0.0
