Dataset,Tweet,GT Target,GT Stance,Gemini Target,Gemini Stance,LLaMA Target,LLaMA Stance,Qwen Target,Qwen Stance,similar targets,cleaned_tweet
VAST Implicit,"Contrary to popular belief, there is no mandatory voting in Australia. Adults are required to attend a polling station, to produce identification, and to have their name crossed off the electoral roll. They are then handed voting slips but there is no requirement to fill them out or submit them, or to submit a valid vote. This system ensures that no-one is forced to vote if they do not wish to, but also ensures that the barriers to participation are removed. It embodies the Australian ethos of ""a fair go for all"". Sadly I don't think the system used here in the USA is worthy of its citizens.",election,NONE,Australian Voting System,FAVOR,Australian voting system,NONE,voting,AGAINST,"['Australian Voting System', 'Australian voting system', 'voting']","Contrary to popular belief, there is no mandatory voting in Australia. Adults are required to attend a polling station, to produce identification, and to have their name crossed off the electoral roll. They are then handed voting slips but there is no requirement to fill them out or submit them, or to submit a valid vote. This system ensures that no-one is forced to vote if they do not wish to, but also ensures that the barriers to participation are removed. It embodies the Australian ethos of a fair go for all . Sadly I don't think the system used here in the USA is worthy of its citizens."
VAST Implicit,"Could someone explain to how ""see the doctor more than people of normal weight"" is proven by ""persons who are obese spent $1,429 (42 percent) more for medical care?"" Yes, being obese increases the risk of major hospitalization, but so does many other factors. Do we increase rates on a sliding scale based on weight? Oh, that extra five pounds after the holidays is goin' cost you. Are we also advocating forced retirements to reduce medical costs? How about genetic testing prior to being hired? Could we require listing your family medical history on the job application? Could we charge you more for insurance if you purchased a motorcycle, or a sports car, or a ski boat, or an ATV? What about TV, could we monitor your viewing time, and charge you more if you don't get enough exercise? Could we require tests of your spouse or kids? Your 150 lb, 10 year old has been dropped from your plan. This type of thought is insane.",,,,,medical care,AGAINST,medical care,AGAINST,"[nan, 'medical care', 'medical care']","Could someone explain to how see the doctor more than people of normal weight is proven by persons who are obese spent 1,429 42 percent more for medical care? Yes, being obese increases the risk of major hospitalization, but so does many other factors. Do we increase rates on a sliding scale based on weight? Oh, that extra five pounds after the holidays is goin' cost you. Are we also advocating forced retirements to reduce medical costs? How about genetic testing prior to being hired? Could we require listing your family medical history on the job application? Could we charge you more for insurance if you purchased a motorcycle, or a sports car, or a ski boat, or an ATV? What about TV, could we monitor your viewing time, and charge you more if you don't get enough exercise? Could we require tests of your spouse or kids? Your 150 lb, 10 year old has been dropped from your plan. This type of thought is insane."
VAST Implicit,"Criminals should not be allowed to vote. They have no business electing people who make the laws once they have been convicted of breaking the law. Perhaps, if a released offender has gone 5 years without convicting another crime then his voting rights can be restored. But to restore voting rights to newly released convicts is crazy since a fairly high percentage of these people will end up back in prison anyway. We are better off keeping them in jail for longer time periods instead of letting them out to vote.",felons,AGAINST,Felon Voting Rights,AGAINST,criminals,AGAINST,voting,AGAINST,"['Felon Voting Rights', 'criminals', 'voting']","Criminals should not be allowed to vote. They have no business electing people who make the laws once they have been convicted of breaking the law. Perhaps, if a released offender has gone 5 years without convicting another crime then his voting rights can be restored. But to restore voting rights to newly released convicts is crazy since a fairly high percentage of these people will end up back in prison anyway. We are better off keeping them in jail for longer time periods instead of letting them out to vote."
VAST Implicit,"Crybaby vaunting the same dumb old tired and inaccurate arguments which have kept the War on Drugs wrecking American lives for five decades. One of the actual architects of the entire monstrosity in the first place, still flagging his towel against the rising seas of populist demand.",populism,AGAINST,War on Drugs,AGAINST,War on Drugs,AGAINST,Crybaby,AGAINST,"['War on Drugs', 'War on Drugs', 'Crybaby']","Crybaby vaunting the same dumb old tired and inaccurate arguments which have kept the War on Drugs wrecking American lives for five decades. One of the actual architects of the entire monstrosity in the first place, still flagging his towel against the rising seas of populist demand."
VAST Implicit,Cultivating what imagination? Our schools are turning into test taking factories where the emphasis is in passing the take no prisoners do or die high stakes NCLB exams. Only two subjects matter these days--reading and math. The rest is nothing but alot of expensive twaddle that the stressed out taxpayers just can't afford. Want to learn French? Go to Berlitz,standardized testing,AGAINST,NCLB,AGAINST,NCLB exams,AGAINST,high stakes NCLB exams,AGAINST,"['NCLB', 'NCLB exams', 'high stakes NCLB exams']",Cultivating what imagination? Our schools are turning into test taking factories where the emphasis is in passing the take no prisoners do or die high stakes NCLB exams. Only two subjects matter these days--reading and math. The rest is nothing but alot of expensive twaddle that the stressed out taxpayers just can't afford. Want to learn French? Go to Berlitz
VAST Implicit,"Current circumstances allow young people to get to age 26 or 27 when they are finally brain-capable of understanding actions and consequences. Previously, it was assumed that by 18, or maybe 21, these children had fully formed emotional brains, while that was never so.",the rituals of adult life,FAVOR,Young People,AGAINST,,,children,NONE,"['Young People', nan, 'children']","Current circumstances allow young people to get to age 26 or 27 when they are finally brain-capable of understanding actions and consequences. Previously, it was assumed that by 18, or maybe 21, these children had fully formed emotional brains, while that was never so."
VAST Implicit,"Customs could be a better business for border towns than prisons ever were for other rural areas. That said, it looks as though the existing port of entry facilities are utterly inadequate for the volume of legitimate trade across the border.",enough,AGAINST,Customs and Border Protection,NONE,border towns,NONE,prisons,AGAINST,"['Customs and Border Protection', 'border towns', 'prisons']","Customs could be a better business for border towns than prisons ever were for other rural areas. That said, it looks as though the existing port of entry facilities are utterly inadequate for the volume of legitimate trade across the border."
VAST Implicit,"Cutting these programs will deprive Americans enrolled at US universities of the broader and deeper intellect they need to compete in the global economy. I specify Americans, because all the non-American students acquire multi-lingual fluency in the home countries, etc. I acquired fluency in German while taking it at Indiana University as a minor. That skill has made all the difference in my 30-year marketing career.",colleges,FAVOR,Cutting programs at US universities,AGAINST,US universities,NONE,non-American students,AGAINST,"['Cutting programs at US universities', 'US universities', 'non-American students']","Cutting these programs will deprive Americans enrolled at US universities of the broader and deeper intellect they need to compete in the global economy. I specify Americans, because all the non-American students acquire multi-lingual fluency in the home countries, etc. I acquired fluency in German while taking it at Indiana University as a minor. That skill has made all the difference in my 30-year marketing career."
VAST Implicit,"DISGRACING THE MEMORY OF MARTYRS Is the embodiment of evil. Jesus said, Love one another. Jesus said, Judge not. Jesus said, Let whomever is without sin. The people who parade bloodstained rainbow banners are saying that they are unworthy to live. It's tragic that they have to feel so horrible about themselves that they can find no compassion at all for themselves, leave alone others. Unfortunately their disease can be contagious, but usually infects very few. Like leprosy. Sometimes it infects nations as in WW II. The fact is that those waving the bloody rainbows are martyrs of their own making, torturing themselves with hatred and poison. They are addicted to being twisted and gaining pleasure by hurting others. But they damage themselves more than others, feeding on their addiction. The are empty. Hollow. Hopeless. And alone. They are their own worst enemies. The martyrs at the Pulse club died celebrating life. While the ghouls who wave bloody rainbow banners live while celebrating death.",christians,AGAINST,People displaying rainbow flags with bloodstains,AGAINST,Pulse club,AGAINST,Pulse club,AGAINST,"['People displaying rainbow flags with bloodstains', 'Pulse club', 'Pulse club']","DISGRACING THE MEMORY OF MARTYRS Is the embodiment of evil. Jesus said, Love one another. Jesus said, Judge not. Jesus said, Let whomever is without sin. The people who parade bloodstained rainbow banners are saying that they are unworthy to live. It's tragic that they have to feel so horrible about themselves that they can find no compassion at all for themselves, leave alone others. Unfortunately their disease can be contagious, but usually infects very few. Like leprosy. Sometimes it infects nations as in WW II. The fact is that those waving the bloody rainbows are martyrs of their own making, torturing themselves with hatred and poison. They are addicted to being twisted and gaining pleasure by hurting others. But they damage themselves more than others, feeding on their addiction. The are empty. Hollow. Hopeless. And alone. They are their own worst enemies. The martyrs at the Pulse club died celebrating life. While the ghouls who wave bloody rainbow banners live while celebrating death."
VAST Implicit,"Daly writes, ""our goal is to influence it [culture] by presenting a Christ-like example to the world."" When that so-called ""Christ-like example"" includes raising millions of dollars, as Focus on the Family has repeatedly done, to try to restrict the 1138 rights and privileges conferred by civil marriage in this country to opposite-sex couples only, I have to wonder what Jesus Christ would have to say about that. I suspect he would react to Mr. Daly exactly the way he reacted to the Pharisees of his day, who presumed to have everything all figured out and lorded their supposedly superior knowledge of the infinite over everyone else.",christians,AGAINST,Focus on the Family,AGAINST,Daly,NONE,Focus on the Family,AGAINST,"['Focus on the Family', 'Daly', 'Focus on the Family']","Daly writes, our goal is to influence it culture by presenting a Christ-like example to the world. When that so-called Christ-like example includes raising millions of dollars, as Focus on the Family has repeatedly done, to try to restrict the 1138 rights and privileges conferred by civil marriage in this country to opposite-sex couples only, I have to wonder what Jesus Christ would have to say about that. I suspect he would react to Mr. Daly exactly the way he reacted to the Pharisees of his day, who presumed to have everything all figured out and lorded their supposedly superior knowledge of the infinite over everyone else."
VAST Implicit,Dangerous times call for extraordinary measures. We are at a place in our history where we may elect a man who will do his best to end this great democratic experiment and try to impose a tyranny like the dictators whose virtues he frequent extols and whose methods he clearly admires. Justice Ginsberg is a true patriot who well understands the perils of remaining silent. The other Justices could only enhance their stature and that of the Court by following suit.,elections,AGAINST,Presidential Election,AGAINST,Justice Ginsberg,FAVOR,dictators,AGAINST,"['Presidential Election', 'Justice Ginsberg', 'dictators']",Dangerous times call for extraordinary measures. We are at a place in our history where we may elect a man who will do his best to end this great democratic experiment and try to impose a tyranny like the dictators whose virtues he frequent extols and whose methods he clearly admires. Justice Ginsberg is a true patriot who well understands the perils of remaining silent. The other Justices could only enhance their stature and that of the Court by following suit.
VAST Implicit,"David Harvey, of _The Limits to Capital__ fame, discussed this in __The Conditions of Post-Modernity__. He called it ""the serial monotony of late capitalism."" It had more to do with the proliferation of big box stores and various other icons of hyper consumerism, than with the effect of the internet.",street style,AGAINST,Serial monotony of late capitalism,AGAINST,internet,NONE,consumerism,AGAINST,"['Serial monotony of late capitalism', 'internet', 'consumerism']","David Harvey, of The Limits to Capital fame, discussed this in The Conditions of Post-Modernity . He called it the serial monotony of late capitalism. It had more to do with the proliferation of big box stores and various other icons of hyper consumerism, than with the effect of the internet."
VAST Implicit,David Lat has it right. No one is forced into internships. Nor are those who enter such deals helpless--they can and should fend for themselves and not drag in the politicians and regulators. This seems like another excuse to expand the power of the state.,college students,AGAINST,Government regulation of internships,AGAINST,internships,AGAINST,power of the state,AGAINST,"['Government regulation of internships', 'internships', 'power of the state']",David Lat has it right. No one is forced into internships. Nor are those who enter such deals helpless--they can and should fend for themselves and not drag in the politicians and regulators. This seems like another excuse to expand the power of the state.
VAST Implicit,"Dear God, Please save us from architects like Adam Stoltz who think that a perfect work environment should be modeled from a reading room in a library. Dear Adam, Do you have any clue as to the difference between the two? Apparently not.",office layout,AGAINST,Adam,AGAINST,reading room,NONE,Adam Stoltz,AGAINST,"['Adam', 'reading room', 'Adam Stoltz']","Dear God, Please save us from architects like Adam Stoltz who think that a perfect work environment should be modeled from a reading room in a library. Dear Adam, Do you have any clue as to the difference between the two? Apparently not."
VAST Implicit,"Dear Nina, with all due respect, one would wonder how the rest of the world survived tens of thousands of years, without the Western diet posited by you! It's worth exploring native (so called primitive) infant weaning practices. Almost every tradition has survived without a western Nestl�� premix or infant formula or bottled/jar infant food. Where vegan or vegetarian diets are lacking, consider lentils and millets (example finger millet) which are rich in B vitamins and iron and also easily digestible and biologically available. Please don't dismiss vegan or vegetarian diets for infants so easily. There is a wealth of knowledge available in traditions of Asia, Far East, Africa, Near East, Middle East, you know the rest of the non Eurocentric world!",,,,,western diet,NONE,Western diet,AGAINST,"[nan, 'western diet', 'Western diet']","Dear Nina, with all due respect, one would wonder how the rest of the world survived tens of thousands of years, without the Western diet posited by you! It's worth exploring native so called primitive infant weaning practices. Almost every tradition has survived without a western Nestl premix or infant formula or bottled jar infant food. Where vegan or vegetarian diets are lacking, consider lentils and millets example finger millet which are rich in B vitamins and iron and also easily digestible and biologically available. Please don't dismiss vegan or vegetarian diets for infants so easily. There is a wealth of knowledge available in traditions of Asia, Far East, Africa, Near East, Middle East, you know the rest of the non Eurocentric world!"
VAST Implicit,"Dear Nina, with all due respect, one would wonder how the rest of the world survived tens of thousands of years, without the Western diet posited by you! It's worth exploring native (so called primitive) infant weaning practices. Almost every tradition has survived without a western Nestl������ premix or infant formula or bottled/jar infant food. Where vegan or vegetarian diets are lacking, consider lentils and millets (example finger millet) which are rich in B vitamins and iron and also easily digestible and biologically available. Please don't dismiss vegan or vegetarian diets for infants so easily. There is a wealth of knowledge available in traditions of Asia, Far East, Africa, Near East, Middle East, you know the rest of the non Eurocentric world!",veganism,AGAINST,Western dietary recommendations for infants,AGAINST,,,,,"['Western dietary recommendations for infants', nan, nan]","Dear Nina, with all due respect, one would wonder how the rest of the world survived tens of thousands of years, without the Western diet posited by you! It's worth exploring native so called primitive infant weaning practices. Almost every tradition has survived without a western Nestl premix or infant formula or bottled jar infant food. Where vegan or vegetarian diets are lacking, consider lentils and millets example finger millet which are rich in B vitamins and iron and also easily digestible and biologically available. Please don't dismiss vegan or vegetarian diets for infants so easily. There is a wealth of knowledge available in traditions of Asia, Far East, Africa, Near East, Middle East, you know the rest of the non Eurocentric world!"
VAST Implicit,"Delay living, that's today's mantra. Now and then I have the chance to give advice to the young, and mine always is to dive into marriage and family early. We had 3 kids by the time I graduated from college (on time, at 22). We had two more by 28. True, my wife delayed finishing college; she got her degree in 1975 at age 27 instead of 1970. My other advice to the young: don't decide how to live based on what professors, the magazines, and the newspapers say is the latest thing. It's your life, get cracking on it.",motherhood,FAVOR,Early Marriage and Family,FAVOR,marriage,FAVOR,marriage,NONE,"['Early Marriage and Family', 'marriage', 'marriage']","Delay living, that's today's mantra. Now and then I have the chance to give advice to the young, and mine always is to dive into marriage and family early. We had 3 kids by the time I graduated from college on time, at 22 . We had two more by 28. True, my wife delayed finishing college she got her degree in 1975 at age 27 instead of 1970. My other advice to the young don't decide how to live based on what professors, the magazines, and the newspapers say is the latest thing. It's your life, get cracking on it."
VAST Implicit,"Delaying the games in Rio and making an international push to beef up Brazil's public health infrastructure--with a particular focus on mosquito-borne illnesses like Zika--would use the Olympic spirit and massive media power for a brilliant purpose. And holding the games instead next summer as Rio 2017 would forever memorialize an international success story, and ensure that Brazil is not punished for the misfortune of the Zika outbreak.  # OlympicPublicHealth",olympics,FAVOR,Rio Olympics,FAVOR,Rio,FAVOR,Zika,AGAINST,"['Rio Olympics', 'Rio', 'Zika']","Delaying the games in Rio and making an international push to beef up Brazil's public health infrastructure--with a particular focus on mosquito-borne illnesses like Zika--would use the Olympic spirit and massive media power for a brilliant purpose. And holding the games instead next summer as Rio 2017 would forever memorialize an international success story, and ensure that Brazil is not punished for the misfortune of the Zika outbreak. OlympicPublicHealth"
VAST Implicit,Denying a child the chance to experience the joys and freedom of childhood deprives them of the opportunity to learn to be creative as well as to develop one of the most important bases for a full life. Most of the people I know who did not get a chance to be children lack a sense of joy in their lives and have a sense of sadness or rigidity about them.,extreme parenting,AGAINST,Childhood experiences,FAVOR,childhood,NONE,child,FAVOR,"['Childhood experiences', 'childhood', 'child']",Denying a child the chance to experience the joys and freedom of childhood deprives them of the opportunity to learn to be creative as well as to develop one of the most important bases for a full life. Most of the people I know who did not get a chance to be children lack a sense of joy in their lives and have a sense of sadness or rigidity about them.
VAST Implicit,"Did Jews negotiate with the inhabitants of the land or ask their permission before starting their massive immigration to displace them? If not, perhaps the creation of Israel was premature. Palestinians have tried to negotiate for decades with people only willing to dictate. The so-called negotiations, with US playing Israel's unpaid attorney, are a scam, a tactic to stall and steal. Israel needs to be forced to recognize the misery they have caused and withdraw to 1967 lines. It's a bit late to complain about the size of the land they were given, and knew fully how the inhabitants of the land felt about their arrival.",israeli national boundaries,FAVOR,Israel,AGAINST,Israel,AGAINST,Israel,AGAINST,"['Israel', 'Israel', 'Israel']","Did Jews negotiate with the inhabitants of the land or ask their permission before starting their massive immigration to displace them? If not, perhaps the creation of Israel was premature. Palestinians have tried to negotiate for decades with people only willing to dictate. The so-called negotiations, with US playing Israel's unpaid attorney, are a scam, a tactic to stall and steal. Israel needs to be forced to recognize the misery they have caused and withdraw to 1967 lines. It's a bit late to complain about the size of the land they were given, and knew fully how the inhabitants of the land felt about their arrival."
VAST Implicit,"Did anyone expect this NOT to happen? Charter schools are a failed experiment in new ways to discriminate against the poor and minority. Ban such schools, or at least refuse to give one single dime to schools that discriminate like this. Lay down the law with these schools that invent new ways to do evil.",cherry-picking students,AGAINST,Charter schools,AGAINST,Charter schools,AGAINST,Charter schools,AGAINST,"['Charter schools', 'Charter schools', 'Charter schools']","Did anyone expect this NOT to happen? Charter schools are a failed experiment in new ways to discriminate against the poor and minority. Ban such schools, or at least refuse to give one single dime to schools that discriminate like this. Lay down the law with these schools that invent new ways to do evil."
VAST Implicit,"Diisasters can strike everywhere in the U.S. Floods, fires , tornados, hurricanes can strike a single state or an entire region. Why should it be the responsibility of a state to bear the brunt of the cost. It should be the responsibility of the entire nation to participate in the cost of cleaning up after disaster strikes one or a group of our states .We are Americans, not merely Jerseyites or Californians",,,,,disaster,FAVOR,floods,AGAINST,"[nan, 'disaster', 'floods']","Diisasters can strike everywhere in the U.S. Floods, fires , tornados, hurricanes can strike a single state or an entire region. Why should it be the responsibility of a state to bear the brunt of the cost. It should be the responsibility of the entire nation to participate in the cost of cleaning up after disaster strikes one or a group of our states .We are Americans, not merely Jerseyites or Californians"
VAST Implicit,"Dimissing this information simply because she does not have any initials after her name, is simply a excuse for intellectual laziness. It's clearly a defense mechanism for avoiding the facts. If she was espousing vegan ideals, you wouldn't even think about her credentials or lack thereof. Veganism is more akin to a religious movement, that a simple lifestyle choice. And just like any religion, people do not like having their beliefs questioned, even when their beliefs are clearly based on myth and legend. Everything she has stated here can be verified from scientific sources. It's not opinion but fact. But here is an opinion. Feeding children a vegan diet is child abuse. Pure and simple. Same as if parents feed their babies a diet of coke and chips",everyone,FAVOR,Veganism,AGAINST,,,vegan diet,AGAINST,"['Veganism', nan, 'vegan diet']","Dimissing this information simply because she does not have any initials after her name, is simply a excuse for intellectual laziness. It's clearly a defense mechanism for avoiding the facts. If she was espousing vegan ideals, you wouldn't even think about her credentials or lack thereof. Veganism is more akin to a religious movement, that a simple lifestyle choice. And just like any religion, people do not like having their beliefs questioned, even when their beliefs are clearly based on myth and legend. Everything she has stated here can be verified from scientific sources. It's not opinion but fact. But here is an opinion. Feeding children a vegan diet is child abuse. Pure and simple. Same as if parents feed their babies a diet of coke and chips"
VAST Implicit,Dismantling tenure suits the reformers and supports the meme that teachers are ineffective and that some outside force (in this case the courts) must oversee decisions made by educators. It is truly unconscionable that conservative think tanks like the Fordham Institute and their staff of political scientists are dismantling the few employee benefits that teachers receive. The reformers won't be appeased until a one size fits all measure is applied to all aspects of teaching and learning.,stability,FAVOR,Dismantling Tenure,AGAINST,Tenure,AGAINST,Fordham Institute,AGAINST,"['Dismantling Tenure', 'Tenure', 'Fordham Institute']",Dismantling tenure suits the reformers and supports the meme that teachers are ineffective and that some outside force in this case the courts must oversee decisions made by educators. It is truly unconscionable that conservative think tanks like the Fordham Institute and their staff of political scientists are dismantling the few employee benefits that teachers receive. The reformers won't be appeased until a one size fits all measure is applied to all aspects of teaching and learning.
VAST Implicit,"Do away with cubicles? Ridiculous! In fact, they should be made higher and more isolated - the workplace is not for socializing, it is for working in peace and quiet. Besides, where will the Guys place their photos of nekkid women?",office layout,AGAINST,Cubicles,FAVOR,Thought 2C – NONE,Thought 2C – NONE,cubicles,AGAINST,"['Cubicles', 'Thought 2C – NONE', 'cubicles']","Do away with cubicles? Ridiculous! In fact, they should be made higher and more isolated - the workplace is not for socializing, it is for working in peace and quiet. Besides, where will the Guys place their photos of nekkid women?"
VAST Implicit,"Do laws of prescriptive easement not apply to the road this fellow closed off? It is my understanding that if a precedent has been set by allowing people to use such a route for a certain number of years then it is nearly impossible to close such down, even if you have recently purchased it. The previous owner by allowing such access has established a route for people to get to the beach which is owned by all of us.",,,,,prescriptive easement,NONE,laws of prescriptive easement,AGAINST,"[nan, 'prescriptive easement', 'laws of prescriptive easement']","Do laws of prescriptive easement not apply to the road this fellow closed off? It is my understanding that if a precedent has been set by allowing people to use such a route for a certain number of years then it is nearly impossible to close such down, even if you have recently purchased it. The previous owner by allowing such access has established a route for people to get to the beach which is owned by all of us."
VAST Implicit,"Doctors, in my numerous recent experiences caring for myself and my family, don't often spend much time talking with patients, so I've had to look things up online. I'd rather talk to a doctor with appropriate expertise and knowledge of our specific details. But we get rushed out of the office, usually after a long wait in reception, with just a prescription-- or an appointment for tests or surgery-- in hand. I've found that veterinarians are much more willing to talk; vets have told me about complications to watch for, they've compassionately explained what to expect about the progression of disease and they've offered suggestions for how to cope with the inconvenience and indignities of aging and illness. I respect M.D.s and D.V.M.s-- but I think medical doctors can learn a lot from vets.",bed side manner,AGAINST,Doctor-patient communication,AGAINST,doctors,AGAINST,D.V.M.,FAVOR,"['Doctor-patient communication', 'doctors', 'D.V.M.']","Doctors, in my numerous recent experiences caring for myself and my family, don't often spend much time talking with patients, so I've had to look things up online. I'd rather talk to a doctor with appropriate expertise and knowledge of our specific details. But we get rushed out of the office, usually after a long wait in reception, with just a prescription-- or an appointment for tests or surgery-- in hand. I've found that veterinarians are much more willing to talk vets have told me about complications to watch for, they've compassionately explained what to expect about the progression of disease and they've offered suggestions for how to cope with the inconvenience and indignities of aging and illness. I respect M.D.s and D.V.M.s-- but I think medical doctors can learn a lot from vets."
VAST Implicit,"Does a country that produced Sir Isaac Newton, Michael Faraday, and Charles Darwin - to name a few - does the U.K. not have enough courage to recognize the monarchy for what it is? A sad, limp remnant of a bygone era? Modern descendants of thugs who engaged in slaughter, rape and pillage before anointing themselves 'kings' deserve no respect or adulation from modern day citizens of the U.K. Even if modern royalty is only nominal and symbolic, their very existence is quite harmful to the notion of an egalitarian, democratic society to which all civilized people aspire. Put them (members of the so-called 'royal' household) out to pasture. Kings and queens belong in story books, and history books. As individuals, they're probably nice people, but the institution of monarchy is quite a different matter.",politics,AGAINST,British Monarchy,AGAINST,monarchy,AGAINST,,,"['British Monarchy', 'monarchy', nan]","Does a country that produced Sir Isaac Newton, Michael Faraday, and Charles Darwin - to name a few - does the U.K. not have enough courage to recognize the monarchy for what it is? A sad, limp remnant of a bygone era? Modern descendants of thugs who engaged in slaughter, rape and pillage before anointing themselves 'kings' deserve no respect or adulation from modern day citizens of the U.K. Even if modern royalty is only nominal and symbolic, their very existence is quite harmful to the notion of an egalitarian, democratic society to which all civilized people aspire. Put them members of the so-called 'royal' household out to pasture. Kings and queens belong in story books, and history books. As individuals, they're probably nice people, but the institution of monarchy is quite a different matter."
VAST Implicit,"Does a country that produced Sir Isaac Newton, Michael Faraday, and Charles Darwin - to name a few - does the U.K. not have enough courage to recognize the monarchy for what it is? A sad, limp remnant of a bygone era? Modern descendants of thugs who engaged in slaughter, rape and pillage before anointing themselves 'kings' deserve no respect or adulation from modern day citizens of the U.K. Even if modern royalty is only nominal and symbolic, their very existence is quite harmful to the notion of an egalitarian, democratic society to which civilized people aspire. It's way past time to put royals out to pasture. Kings and queens belong in story books, and history books. As individuals, they're probably nice people, but the institution of monarchy is quite a different matter.",u.k,AGAINST,British Monarchy,AGAINST,,,monarchy,AGAINST,"['British Monarchy', nan, 'monarchy']","Does a country that produced Sir Isaac Newton, Michael Faraday, and Charles Darwin - to name a few - does the U.K. not have enough courage to recognize the monarchy for what it is? A sad, limp remnant of a bygone era? Modern descendants of thugs who engaged in slaughter, rape and pillage before anointing themselves 'kings' deserve no respect or adulation from modern day citizens of the U.K. Even if modern royalty is only nominal and symbolic, their very existence is quite harmful to the notion of an egalitarian, democratic society to which civilized people aspire. It's way past time to put royals out to pasture. Kings and queens belong in story books, and history books. As individuals, they're probably nice people, but the institution of monarchy is quite a different matter."
VAST Implicit,"Does any world leader or any rational person still believe that the Natanyahu government wants peace. More like they want PIECE: more land and more settlements. Unfortunately and sadly, the only thing that may lead to serious negotiations and some sort of peace agreement is economic and political pressure on Israel by western governments.",a palestinian state,AGAINST,Netanyahu government,AGAINST,peace agreement,NONE,peace,AGAINST,"['Netanyahu government', 'peace agreement', 'peace']","Does any world leader or any rational person still believe that the Natanyahu government wants peace. More like they want PIECE more land and more settlements. Unfortunately and sadly, the only thing that may lead to serious negotiations and some sort of peace agreement is economic and political pressure on Israel by western governments."
VAST Implicit,Does anyone really believe that an independent Palestinian state would remain peaceful or intact for very long? What are the odds of another meltdown in that state in a region that is in chaos at the moment? How would minorities be treated in such a state? What are the odds of it being undermined by fundamentalists? Just asking.,palestine,AGAINST,Independent Palestinian State,AGAINST,Palestinian state,AGAINST,Palestinian state,AGAINST,"['Independent Palestinian State', 'Palestinian state', 'Palestinian state']",Does anyone really believe that an independent Palestinian state would remain peaceful or intact for very long? What are the odds of another meltdown in that state in a region that is in chaos at the moment? How would minorities be treated in such a state? What are the odds of it being undermined by fundamentalists? Just asking.
VAST Implicit,"Does no one understand that the Gulf Stream flows up that coast??? Can Obama and his oil buddies insure that what they want to allow/do will have no effect on a natural phenomenae that keeps the east coast of North America and most of northern Europe habitable, that supports an enormous oceanic food chain and wild life environment? By the way NYTimes, where the opinion of a scientist in this conversation?",drilling,AGAINST,Offshore Drilling,AGAINST,Obama,NONE,Gulf Stream,NONE,"['Offshore Drilling', 'Obama', 'Gulf Stream']","Does no one understand that the Gulf Stream flows up that coast? Can Obama and his oil buddies insure that what they want to allow do will have no effect on a natural phenomenae that keeps the east coast of North America and most of northern Europe habitable, that supports an enormous oceanic food chain and wild life environment? By the way NYTimes, where the opinion of a scientist in this conversation?"
VAST Implicit,"Does the $57 million figure include the retail in the Time Warner Center which includes several dozen high-end stores and a handful of world-class restaurants? I suspect it does, and if so, then Mr. Spinola is being intentionally deceptive which as a corporate shill is essentially his job. One additional quibble: the ultra-luxury developers are NOT primarily building housing. They are building investment opportunities for the super rich-- many of whom will do no more than stop by their apartments from time to time. The very LEAST the city can do is tax these properties equitably so the city can get some reasonable benefit from the fact that so much available land is being developed for non-use and thus crowds out housing opportunities for people who actually want to LIVE in NYC.",corporatation,AGAINST,Real Estate Development in NYC,AGAINST,Time Warner Center,AGAINST,housing,AGAINST,"['Real Estate Development in NYC', 'Time Warner Center', 'housing']","Does the 57 million figure include the retail in the Time Warner Center which includes several dozen high-end stores and a handful of world-class restaurants? I suspect it does, and if so, then Mr. Spinola is being intentionally deceptive which as a corporate shill is essentially his job. One additional quibble the ultra-luxury developers are NOT primarily building housing. They are building investment opportunities for the super rich-- many of whom will do no more than stop by their apartments from time to time. The very LEAST the city can do is tax these properties equitably so the city can get some reasonable benefit from the fact that so much available land is being developed for non-use and thus crowds out housing opportunities for people who actually want to LIVE in NYC."
VAST Implicit,"Don't make the school day longer. Shorten the working hours for parents -- especially where both parents have jobs -- and let the parents spend more time with their children. The parental influence on children is the most important in their development and in their education. Besides, children need time to have fun -- just to be kids.",childcare,AGAINST,Longer school days,AGAINST,school day,NONE,children,NONE,"['Longer school days', 'school day', 'children']","Don't make the school day longer. Shorten the working hours for parents -- especially where both parents have jobs -- and let the parents spend more time with their children. The parental influence on children is the most important in their development and in their education. Besides, children need time to have fun -- just to be kids."
VAST Implicit,"Don't parents also deserve to have a choice with regards to wether or not they feed their children? Just because science and history have proven that forcing my daughter to sustain herself on just a cracker and piece of lettuce each day, that doesn't mean that I should be deprived of my ability to choose the life my daughter will live so it conforms to my personal beliefs about body image. Maybe god tells me that my daughter is evil if she weighs over 100 lbs, or maybe it's my social circle that believes that a skeletal figure is healthy and beautiful. The point is, it should be MY choice, because that's what freedom is about. And hey, if she isn't strong enough to live with the lifestyle I choose, that's her problem.",parental rights,AGAINST,Parental Rights,AGAINST,body image,AGAINST,body image,AGAINST,"['Parental Rights', 'body image', 'body image']","Don't parents also deserve to have a choice with regards to wether or not they feed their children? Just because science and history have proven that forcing my daughter to sustain herself on just a cracker and piece of lettuce each day, that doesn't mean that I should be deprived of my ability to choose the life my daughter will live so it conforms to my personal beliefs about body image. Maybe god tells me that my daughter is evil if she weighs over 100 lbs, or maybe it's my social circle that believes that a skeletal figure is healthy and beautiful. The point is, it should be MY choice, because that's what freedom is about. And hey, if she isn't strong enough to live with the lifestyle I choose, that's her problem."
